# contains the families on the left with the members on the right. Look down the file to find an example with more than one member
mir-3691	hsa-mir-3691
mir-643	hsa-mir-643
mir-1020	hsa-mir-1020
mir-640	hsa-mir-640
mir-1022	hsa-mir-1022
mir-641	hsa-mir-641
mir-646	hsa-mir-646
mir-2221	hsa-mir-2221
mir-2220	hsa-mir-2220
mir-1936	hsa-mir-1936
mir-1937	hsa-mir-1937b-4	hsa-mir-1937a	hsa-mir-1937b-1	hsa-mir-1937c	hsa-mir-1937b-2	hsa-mir-1937b-3	hsa-mir-1937b-5
mir-1934	hsa-mir-1934
mir-1935	hsa-mir-1935
mir-1932	hsa-mir-1932
mir-1933	hsa-mir-1933
mir-1930	hsa-mir-1930
mir-1931	hsa-mir-1931
mir-645	hsa-mir-645
mir-1938	hsa-mir-1938
mir-1939	hsa-mir-1939
mir-2917	hsa-mir-2917
mir-549	hsa-mir-549
mir-548	hsa-mir-548a-1	hsa-mir-548b	hsa-mir-548a-2	hsa-mir-548a-3	hsa-mir-548c	hsa-mir-548d-1	hsa-mir-548d-2	hsa-mir-548e	hsa-mir-548j	hsa-mir-548k	hsa-mir-548l	hsa-mir-548f-1	hsa-mir-548f-2	hsa-mir-548f-3	hsa-mir-548f-4	hsa-mir-548f-5	hsa-mir-548g	hsa-mir-548n	hsa-mir-548m	hsa-mir-548o	hsa-mir-548h-1	hsa-mir-548h-2	hsa-mir-548h-3	hsa-mir-548h-4	hsa-mir-548p	hsa-mir-548i-1	hsa-mir-548i-2	hsa-mir-548i-3	hsa-mir-548i-4	hsa-mir-548q	hsa-mir-548s	hsa-mir-548t	hsa-mir-548u	hsa-mir-548v	hsa-mir-548w	hsa-mir-548x	hsa-mir-548y	hsa-mir-548z	hsa-mir-548aa-1	hsa-mir-548aa-2	hsa-mir-548h	hsa-mir-548i-5	hsa-mir-548i-6	hsa-mir-548a	hsa-mir-548d	hsa-mir-548f
mir-541	hsa-mir-541
mir-540	hsa-mir-540
mir-543	hsa-mir-543
mir-542	hsa-mir-542
mir-545	hsa-mir-545
mir-544	hsa-mir-544	hsa-mir-544b	hsa-mir-544b-1	hsa-mir-544b-2	hsa-mir-544a	hsa-mir-544-2
mir-547	hsa-mir-547
mir-546	hsa-mir-546
mir-2353	hsa-mir-2353
mir-2352	hsa-mir-2352
mir-2351	hsa-mir-2351
mir-2350	hsa-mir-2350
mir-2357	hsa-mir-2357
mir-2356	hsa-mir-2356
mir-2355	hsa-mir-2355
mir-2354	hsa-mir-2354
mir-1802	hsa-mir-1802
mir-1803	hsa-mir-1803
mir-2359	hsa-mir-2359
mir-2358	hsa-mir-2358
mir-1806	hsa-mir-1806
mir-1807	hsa-mir-1807
mir-1804	hsa-mir-1804
mir-1805	hsa-mir-1805
mir-325	hsa-mir-325
mir-892	hsa-mir-892a	hsa-mir-892b	hsa-mir-892
mir-327	hsa-mir-327
mir-890	hsa-mir-890
mir-320	hsa-mir-320a	hsa-mir-320b-1	hsa-mir-320c-1	hsa-mir-320b-2	hsa-mir-320d-1	hsa-mir-320c-2	hsa-mir-320d-2	hsa-mir-320e	hsa-mir-320	hsa-mir-320d-3	hsa-mir-320b	hsa-mir-320-1
mir-323	hsa-mir-323	hsa-mir-323b
mir-322	hsa-mir-322
mir-1701	hsa-mir-1701
mir-329	hsa-mir-329-1	hsa-mir-329-2	hsa-mir-329	hsa-mir-329a	hsa-mir-329b
mir-328	hsa-mir-328	hsa-mir-328a	hsa-mir-328b
mir-1700	hsa-mir-1700
mir-1703	hsa-mir-1703
mir-4138	hsa-mir-4138
mir-1702	hsa-mir-1702
mir-21	hsa-mir-21	hsa-mir-21-1	hsa-mir-21-2
mir-20	hsa-mir-20a	hsa-mir-20b	hsa-mir-20	hsa-mir-20a-1	hsa-mir-20a-2
mir-23	hsa-mir-23a	hsa-mir-23b	hsa-mir-23c	hsa-mir-23	hsa-mir-23a-2	hsa-mir-23a-1	hsa-mir-23a-3
mir-22	hsa-mir-22	hsa-mir-22a	hsa-mir-22b
mir-25	hsa-mir-25	hsa-mir-25-1	hsa-mir-25-2
mir-24	hsa-mir-24-1	hsa-mir-24-2	hsa-mir-24	hsa-mir-24a	hsa-mir-24b	hsa-mir-24-4	hsa-mir-24-3
mir-27	hsa-mir-27a	hsa-mir-27b	hsa-mir-27	hsa-mir-27c-1	hsa-mir-27c-2	hsa-mir-27c	hsa-mir-27d	hsa-mir-27e
mir-26	hsa-mir-26a-1	hsa-mir-26b	hsa-mir-26a-2	hsa-mir-26a	hsa-mir-26-2	hsa-mir-26-3	hsa-mir-26-1	hsa-mir-26	hsa-mir-26a-3
mir-29	hsa-mir-29a	hsa-mir-29b-1	hsa-mir-29b-2	hsa-mir-29c	hsa-mir-29d	hsa-mir-29e	hsa-mir-29b	hsa-mir-29c-1	hsa-mir-29c-2	hsa-mir-29a-1	hsa-mir-29a-2	hsa-mir-29b-3	hsa-mir-29
mir-28	hsa-mir-28
mir-3170	hsa-mir-3170
mir-3171	hsa-mir-3171
mir-3173	hsa-mir-3173
mir-3174	hsa-mir-3174
mir-3175	hsa-mir-3175
mir-3176	hsa-mir-3176
mir-3177	hsa-mir-3177
mir-3178	hsa-mir-3178
mir-3179	hsa-mir-3179-1	hsa-mir-3179-2	hsa-mir-3179-3
mir-431	hsa-mir-431
mir-430	hsa-mir-430a-1	hsa-mir-430b-1	hsa-mir-430c-1	hsa-mir-430c-2	hsa-mir-430c-3	hsa-mir-430c-4	hsa-mir-430c-5	hsa-mir-430c-6	hsa-mir-430c-7	hsa-mir-430c-8	hsa-mir-430c-9	hsa-mir-430c-10	hsa-mir-430c-11	hsa-mir-430c-12	hsa-mir-430c-13	hsa-mir-430c-14	hsa-mir-430c-15	hsa-mir-430c-16	hsa-mir-430c-17	hsa-mir-430c-18	hsa-mir-430c-19	hsa-mir-430c-20	hsa-mir-430c-21	hsa-mir-430a-2	hsa-mir-430a-3	hsa-mir-430a-4	hsa-mir-430a-5	hsa-mir-430a-6	hsa-mir-430a-7	hsa-mir-430a-8	hsa-mir-430a-9	hsa-mir-430a-10	hsa-mir-430a-11	hsa-mir-430a-12	hsa-mir-430a-13	hsa-mir-430a-14	hsa-mir-430a-15	hsa-mir-430a-16	hsa-mir-430a-17	hsa-mir-430a-18	hsa-mir-430a-19	hsa-mir-430a-20	hsa-mir-430a-21	hsa-mir-430a-22	hsa-mir-430a-23	hsa-mir-430i-1	hsa-mir-430i-2	hsa-mir-430i-3	hsa-mir-430b-2	hsa-mir-430b-3	hsa-mir-430b-4	hsa-mir-430b-6	hsa-mir-430b-7	hsa-mir-430b-8	hsa-mir-430b-9	hsa-mir-430b-10	hsa-mir-430b-11	hsa-mir-430b-12	hsa-mir-430b-13	hsa-mir-430b-14	hsa-mir-430b-15	hsa-mir-430b-16	hsa-mir-430b-17	hsa-mir-430b-18	hsa-mir-430b-5	hsa-mir-430b-19	hsa-mir-430b-20	hsa-mir-430b-21	hsa-mir-430b-22	hsa-mir-430b-23	hsa-mir-430j	hsa-mir-430d-1	hsa-mir-430d-2	hsa-mir-430d-3
mir-433	hsa-mir-433
mir-432	hsa-mir-432
mir-434	hsa-mir-434
mir-3084	hsa-mir-3084
mir-3085	hsa-mir-3085
mir-3086	hsa-mir-3086
mir-3087	hsa-mir-3087
mir-3080	hsa-mir-3080
mir-3081	hsa-mir-3081
mir-3082	hsa-mir-3082
mir-3083	hsa-mir-3083
mir-3088	hsa-mir-3088
mir-3089	hsa-mir-3089
let-7	hsa-let-7a-1	hsa-let-7a-2	hsa-let-7a-3	hsa-let-7b	hsa-let-7c	hsa-let-7d	hsa-let-7e	hsa-let-7f-1	hsa-let-7f-2	hsa-let-7g	hsa-let-7i	hsa-let-7c-1	hsa-let-7c-2	hsa-let-7f	hsa-let-7a	hsa-let-7j	hsa-let-7	hsa-let-7k	hsa-let-7a-4	hsa-let-7g-1	hsa-let-7g-2	hsa-let-7e-1	hsa-let-7e-2	hsa-let-7a-5	hsa-let-7a-6	hsa-let-7d-1	hsa-let-7d-2	hsa-let-7h
mir-4203	hsa-mir-4203
mir-4202	hsa-mir-4202
mir-3558	hsa-mir-3558
mir-3559	hsa-mir-3559
mir-4207	hsa-mir-4207
mir-4206	hsa-mir-4206
mir-4205	hsa-mir-4205
mir-4204	hsa-mir-4204
mir-3552	hsa-mir-3552
mir-3553	hsa-mir-3553
mir-3550	hsa-mir-3550
mir-3551	hsa-mir-3551
mir-3556	hsa-mir-3556b	hsa-mir-3556a
mir-3557	hsa-mir-3557
mir-3554	hsa-mir-3554
mir-3555	hsa-mir-3555
mir-4337	hsa-mir-4337
mir-4336	hsa-mir-4336
mir-4335	hsa-mir-4335
mir-4334	hsa-mir-4334
mir-4333	hsa-mir-4333
mir-4332	hsa-mir-4332
mir-4331	hsa-mir-4331
mir-4330	hsa-mir-4330
mir-4339	hsa-mir-4339
mir-4338	hsa-mir-4338
mir-738	hsa-mir-738
mir-4029	hsa-mir-4029
mir-4028	hsa-mir-4028
mir-1717	hsa-mir-1717
mir-4023	hsa-mir-4023
mir-4022	hsa-mir-4022
mir-4021	hsa-mir-4021
mir-4020	hsa-mir-4020a	hsa-mir-4020b
mir-4027	hsa-mir-4027
mir-1178	hsa-mir-1178
mir-4025	hsa-mir-4025
mir-4024	hsa-mir-4024
mir-182	hsa-mir-182
mir-639	hsa-mir-639
mir-4201	hsa-mir-4201
mir-638	hsa-mir-638
mir-188	hsa-mir-188
mir-4200	hsa-mir-4200
mir-1323	hsa-mir-1323
mir-1322	hsa-mir-1322
mir-1321	hsa-mir-1321
mir-1327	hsa-mir-1327
mir-1326	hsa-mir-1326
mir-1497	hsa-mir-1497
mir-1324	hsa-mir-1324	hsa-mir-1324-1	hsa-mir-1324-2
mir-1329	hsa-mir-1329
mir-1328	hsa-mir-1328
mir-152	hsa-mir-152
mir-153	hsa-mir-153-1	hsa-mir-153-2	hsa-mir-153	hsa-mir-153b	hsa-mir-153a	hsa-mir-153c
mir-150	hsa-mir-150
mir-151	hsa-mir-151
mir-154	hsa-mir-154
mir-155	hsa-mir-155
mir-1929	hsa-mir-1929
mir-1928	hsa-mir-1928
mir-2210	hsa-mir-2210
mir-2211	hsa-mir-2211
mir-2216	hsa-mir-2216
mir-2217	hsa-mir-2217
mir-2214	hsa-mir-2214
mir-2215	hsa-mir-2215
mir-2218	hsa-mir-2218a	hsa-mir-2218b
mir-2219	hsa-mir-2219
mir-1927	hsa-mir-1927
mir-556	hsa-mir-556
mir-557	hsa-mir-557
mir-554	hsa-mir-554
mir-555	hsa-mir-555
mir-552	hsa-mir-552
mir-553	hsa-mir-553
mir-550	hsa-mir-550a-1	hsa-mir-550a-2	hsa-mir-550b-1	hsa-mir-550b-2	hsa-mir-550	hsa-mir-550-1	hsa-mir-550-2	hsa-mir-550-3
mir-551	hsa-mir-551a	hsa-mir-551b	hsa-mir-551
mir-2964	hsa-mir-2964
mir-2965	hsa-mir-2965
mir-2966	hsa-mir-2966
mir-2967	hsa-mir-2967
mir-2960	hsa-mir-2960
mir-2961	hsa-mir-2961
mir-558	hsa-mir-558
mir-559	hsa-mir-559
mir-1013	hsa-mir-1013
mir-2366	hsa-mir-2366
mir-2367	hsa-mir-2367
mir-2364	hsa-mir-2364
mir-2365	hsa-mir-2365
mir-2362	hsa-mir-2362
mir-2363	hsa-mir-2363-1	hsa-mir-2363-2
mir-2360	hsa-mir-2360
mir-2361	hsa-mir-2361
mir-1815	hsa-mir-1815
mir-1814	hsa-mir-1814a	hsa-mir-1814b	hsa-mir-1814c	hsa-mir-1814
mir-1817	hsa-mir-1817
mir-1816	hsa-mir-1816
mir-1811	hsa-mir-1811
mir-2368	hsa-mir-2368
mir-2369	hsa-mir-2369
mir-880	hsa-mir-880
mir-881	hsa-mir-881
mir-330	hsa-mir-330
mir-331	hsa-mir-331
mir-336	hsa-mir-336
mir-885	hsa-mir-885
mir-335	hsa-mir-335
mir-888	hsa-mir-888
mir-889	hsa-mir-889
mir-338	hsa-mir-338	hsa-mir-338-1	hsa-mir-338-2	hsa-mir-338-3	hsa-mir-338-4
mir-339	hsa-mir-339	hsa-mir-339b
mir-3941	hsa-mir-3941
mir-3940	hsa-mir-3940
mir-3943	hsa-mir-3943
mir-3942	hsa-mir-3942
mir-3945	hsa-mir-3945
mir-3944	hsa-mir-3944
mir-14	hsa-mir-14
mir-15	hsa-mir-15a	hsa-mir-15b	hsa-mir-15c	hsa-mir-15a-1	hsa-mir-15a-2	hsa-mir-15
mir-16	hsa-mir-16-1	hsa-mir-16-2	hsa-mir-16	hsa-mir-16b	hsa-mir-16a	hsa-mir-16c
mir-17	hsa-mir-17	hsa-mir-17-2	hsa-mir-17-1	hsa-mir-17a	hsa-mir-17a-1	hsa-mir-17a-2
mir-10	hsa-mir-10a	hsa-mir-10b	hsa-mir-10	hsa-mir-10c	hsa-mir-10b-1	hsa-mir-10b-2	hsa-mir-10d
mir-11	hsa-mir-11
mir-12	hsa-mir-12
mir-2145	hsa-mir-2145-1	hsa-mir-2145-2
mir-3163	hsa-mir-3163
mir-3162	hsa-mir-3162
mir-3161	hsa-mir-3161
mir-3160	hsa-mir-3160-1	hsa-mir-3160-2
mir-3167	hsa-mir-3167
mir-3166	hsa-mir-3166
mir-3165	hsa-mir-3165
mir-3164	hsa-mir-3164
mir-4208	hsa-mir-4208
mir-3169	hsa-mir-3169
mir-3168	hsa-mir-3168
lin-4	hsa-lin-4
mir-428	hsa-mir-428
mir-429	hsa-mir-429	hsa-mir-429b
mir-427	hsa-mir-427-1	hsa-mir-427-2	hsa-mir-427-3
mir-424	hsa-mir-424
mir-425	hsa-mir-425
mir-422	hsa-mir-422a
mir-423	hsa-mir-423	hsa-mir-423a
mir-421	hsa-mir-421
mir-2500	hsa-mir-2500
mir-3097	hsa-mir-3097
mir-3096	hsa-mir-3096
mir-3095	hsa-mir-3095
mir-3094	hsa-mir-3094
mir-3093	hsa-mir-3093
mir-3092	hsa-mir-3092
mir-3091	hsa-mir-3091
mir-3090	hsa-mir-3090
mir-3099	hsa-mir-3099
mir-3098	hsa-mir-3098
mir-2501	hsa-mir-2501
mir-981	hsa-mir-981
mir-3549	hsa-mir-3549
mir-3548	hsa-mir-3548
mir-980	hsa-mir-980
mir-3545	hsa-mir-3545
mir-3544	hsa-mir-3544
mir-3547	hsa-mir-3547
mir-3546	hsa-mir-3546
mir-3541	hsa-mir-3541
mir-3540	hsa-mir-3540
mir-3543	hsa-mir-3543
mir-3542	hsa-mir-3542
mir-982	hsa-mir-982
mir-985	hsa-mir-985
mir-4182	hsa-mir-4182
mir-984	hsa-mir-984
mir-987	hsa-mir-987
mir-986	hsa-mir-986
mir-66	hsa-mir-66
mir-4308	hsa-mir-4308
mir-4309	hsa-mir-4309
mir-4302	hsa-mir-4302
mir-4303	hsa-mir-4303
mir-4300	hsa-mir-4300
mir-4301	hsa-mir-4301
mir-4306	hsa-mir-4306
mir-4307	hsa-mir-4307
mir-4304	hsa-mir-4304
mir-4305	hsa-mir-4305
mir-3431	hsa-mir-3431
mir-3432	hsa-mir-3432-1	hsa-mir-3432-2
bantam	hsa-bantam
mir-1342	hsa-mir-1342
mir-4018	hsa-mir-4018a	hsa-mir-4018b
mir-4019	hsa-mir-4019
mir-4016	hsa-mir-4016-1	hsa-mir-4016-2
mir-4017	hsa-mir-4017-1	hsa-mir-4017-2
mir-4014	hsa-mir-4014-1	hsa-mir-4014-2
mir-4015	hsa-mir-4015-1	hsa-mir-4015-2
mir-4012	hsa-mir-4012-1	hsa-mir-4012-2
mir-4013	hsa-mir-4013a	hsa-mir-4013b
mir-4010	hsa-mir-4010-1	hsa-mir-4010-2
mir-4011	hsa-mir-4011a	hsa-mir-4011b
mir-2959	hsa-mir-2959
mir-2958	hsa-mir-2958
mir-71	hsa-mir-71
mir-1792	hsa-mir-1792
mir-1793	hsa-mir-1793
mir-1790	hsa-mir-1790
mir-1791	hsa-mir-1791
mir-1796	hsa-mir-1796
mir-1797	hsa-mir-1797
mir-1794	hsa-mir-1794
mir-1795	hsa-mir-1795
mir-1798	hsa-mir-1798
mir-1799	hsa-mir-1799
mir-1550	hsa-mir-1550
mir-1551	hsa-mir-1551
mir-1552	hsa-mir-1552
mir-1553	hsa-mir-1553
mir-1554	hsa-mir-1554
mir-1555	hsa-mir-1555
mir-1556	hsa-mir-1556
mir-1557	hsa-mir-1557
mir-1558	hsa-mir-1558
mir-1559	hsa-mir-1559
mir-1008	hsa-mir-1008
mir-1009	hsa-mir-1009
mir-1778	hsa-mir-1778
mir-1779	hsa-mir-1779
mir-2207	hsa-mir-2207
mir-1958	hsa-mir-1958
mir-1959	hsa-mir-1959
mir-1770	hsa-mir-1770
mir-1955	hsa-mir-1955
mir-1956	hsa-mir-1956
mir-1957	hsa-mir-1957
mir-1950	hsa-mir-1950
mir-1951	hsa-mir-1951
mir-1776	hsa-mir-1776
mir-1777	hsa-mir-1777b	hsa-mir-1777a	hsa-mir-1777
mir-523	hsa-mir-523	hsa-mir-523b	hsa-mir-523a
mir-522	hsa-mir-522
mir-521	hsa-mir-521-2	hsa-mir-521-1	hsa-mir-521
mir-520	hsa-mir-520e	hsa-mir-520f	hsa-mir-520a	hsa-mir-520b	hsa-mir-520c	hsa-mir-520d	hsa-mir-520g	hsa-mir-520h
mir-527	hsa-mir-527
mir-526	hsa-mir-526b	hsa-mir-526a-1	hsa-mir-526a-2
mir-525	hsa-mir-525
mir-524	hsa-mir-524
mir-2977	hsa-mir-2977
mir-2976	hsa-mir-2976-1	hsa-mir-2976-3	hsa-mir-2976-2
mir-2975	hsa-mir-2975
mir-2974	hsa-mir-2974
mir-2973	hsa-mir-2973
mir-2972	hsa-mir-2972
mir-2971	hsa-mir-2971
mir-2970	hsa-mir-2970
mir-2379	hsa-mir-2379
mir-2378	hsa-mir-2378
mir-2371	hsa-mir-2371
mir-2370	hsa-mir-2370
mir-2373	hsa-mir-2373
mir-2372	hsa-mir-2372
mir-2375	hsa-mir-2375
mir-2374	hsa-mir-2374
mir-2377	hsa-mir-2377
mir-2376	hsa-mir-2376
mir-181	hsa-mir-181a-2	hsa-mir-181b-1	hsa-mir-181c	hsa-mir-181a-1	hsa-mir-181b-2	hsa-mir-181d	hsa-mir-181b	hsa-mir-181a	hsa-mir-181
mir-183	hsa-mir-183
mir-1179	hsa-mir-1179
mir-185	hsa-mir-185
mir-184	hsa-mir-184	hsa-mir-184-2
mir-187	hsa-mir-187
mir-186	hsa-mir-186
mir-637	hsa-mir-637
mir-636	hsa-mir-636
mir-635	hsa-mir-635
mir-634	hsa-mir-634
mir-633	hsa-mir-633
mir-632	hsa-mir-632
mir-631	hsa-mir-631
mir-630	hsa-mir-630
mir-3934	hsa-mir-3934
mir-3935	hsa-mir-3935
mir-3936	hsa-mir-3936
mir-3937	hsa-mir-3937
mir-3938	hsa-mir-3938
mir-3939	hsa-mir-3939
mir-3156	hsa-mir-3156-1	hsa-mir-3156-2	hsa-mir-3156-3
mir-3157	hsa-mir-3157
mir-3154	hsa-mir-3154
mir-3155	hsa-mir-3155
mir-3152	hsa-mir-3152
mir-3153	hsa-mir-3153
mir-3150	hsa-mir-3150	hsa-mir-3150b
mir-3151	hsa-mir-3151
mir-3158	hsa-mir-3158-1	hsa-mir-3158-2
mir-3159	hsa-mir-3159
mir-989	hsa-mir-989
mir-988	hsa-mir-988
mir-459	hsa-mir-459
mir-458	hsa-mir-458
mir-453	hsa-mir-453
mir-452	hsa-mir-452
mir-451	hsa-mir-451	hsa-mir-451a
mir-450	hsa-mir-450a-1	hsa-mir-450a-2	hsa-mir-450b	hsa-mir-450a	hsa-mir-450c	hsa-mir-450	hsa-mir-450-1
mir-457	hsa-mir-457a	hsa-mir-457b
mir-456	hsa-mir-456
mir-455	hsa-mir-455	hsa-mir-455b
mir-454	hsa-mir-454	hsa-mir-454a	hsa-mir-454b
mir-4220	hsa-mir-4220
mir-2458	hsa-mir-2458
mir-3202	hsa-mir-3202-1	hsa-mir-3202-2
mir-3200	hsa-mir-3200
mir-3201	hsa-mir-3201
mir-TAR	hsa-mir-TAR
mir-800	hsa-mir-800
mir-2456	hsa-mir-2456
mir-3109	hsa-mir-3109
mir-2451	hsa-mir-2451
mir-4319	hsa-mir-4319
mir-4318	hsa-mir-4318
mir-4315	hsa-mir-4315-1	hsa-mir-4315-2
mir-4314	hsa-mir-4314
mir-4317	hsa-mir-4317
mir-4316	hsa-mir-4316
mir-4311	hsa-mir-4311
mir-4310	hsa-mir-4310
mir-4313	hsa-mir-4313
mir-4312	hsa-mir-4312
mir-1808	hsa-mir-1808
mir-1809	hsa-mir-1809
mir-1687	hsa-mir-1687
mir-1800	hsa-mir-1800
mir-4001	hsa-mir-4001a-1	hsa-mir-4001i	hsa-mir-4001a-2	hsa-mir-4001c	hsa-mir-4001d	hsa-mir-4001e	hsa-mir-4001f	hsa-mir-4001g	hsa-mir-4001b-1	hsa-mir-4001h	hsa-mir-4001b-2
mir-4000	hsa-mir-4000c	hsa-mir-4000d	hsa-mir-4000a-1	hsa-mir-4000b-1	hsa-mir-4000e	hsa-mir-4000a-3	hsa-mir-4000a-2	hsa-mir-4000f	hsa-mir-4000g	hsa-mir-4000h	hsa-mir-4000b-2	hsa-mir-4000i
mir-4003	hsa-mir-4003a-1	hsa-mir-4003c	hsa-mir-4003a-2	hsa-mir-4003a-3	hsa-mir-4003a-4	hsa-mir-4003b	hsa-mir-4003d
mir-1801	hsa-mir-1801
mir-4005	hsa-mir-4005a	hsa-mir-4005b	hsa-mir-4005c
mir-4004	hsa-mir-4004
mir-4007	hsa-mir-4007
mir-4006	hsa-mir-4006b	hsa-mir-4006c	hsa-mir-4006d	hsa-mir-4006a-1	hsa-mir-4006e	hsa-mir-4006a-2	hsa-mir-4006a-3	hsa-mir-4006f	hsa-mir-4006g
mir-4009	hsa-mir-4009a	hsa-mir-4009b	hsa-mir-4009c
mir-4008	hsa-mir-4008a	hsa-mir-4008b	hsa-mir-4008c
mir-324	hsa-mir-324
mir-1021	hsa-mir-1021
mir-891	hsa-mir-891a	hsa-mir-891b	hsa-mir-891
mir-326	hsa-mir-326
mir-70	hsa-mir-70
mir-1785	hsa-mir-1785
mir-1784	hsa-mir-1784
mir-1787	hsa-mir-1787
mir-1786	hsa-mir-1786
mir-1781	hsa-mir-1781
mir-1780	hsa-mir-1780
mir-1783	hsa-mir-1783
mir-1782	hsa-mir-1782
mir-1789	hsa-mir-1789
mir-1788	hsa-mir-1788
mir-1543	hsa-mir-1543
mir-1542	hsa-mir-1542-2	hsa-mir-1542-1
mir-1541	hsa-mir-1541
mir-1540	hsa-mir-1540
mir-1547	hsa-mir-1547
mir-1546	hsa-mir-1546
mir-1545	hsa-mir-1545
mir-1544	hsa-mir-1544
mir-1549	hsa-mir-1549
mir-1548	hsa-mir-1548
mir-1019	hsa-mir-1019
mir-1018	hsa-mir-1018
mir-2894	hsa-mir-2894
mir-2895	hsa-mir-2895
mir-1769	hsa-mir-1769
mir-1768	hsa-mir-1768
mir-2890	hsa-mir-2890
mir-2891	hsa-mir-2891
mir-1949	hsa-mir-1949
mir-1948	hsa-mir-1948
mir-1947	hsa-mir-1947
mir-1946	hsa-mir-1946a	hsa-mir-1946b
mir-1945	hsa-mir-1945
mir-1944	hsa-mir-1944
mir-1943	hsa-mir-1943
mir-1942	hsa-mir-1942
mir-1941	hsa-mir-1941
mir-1940	hsa-mir-1940
mir-246	hsa-mir-246
mir-247	hsa-mir-247
mir-1627	hsa-mir-1627
mir-532	hsa-mir-532
mir-245	hsa-mir-245
mir-539	hsa-mir-539
mir-243	hsa-mir-243
mir-240	hsa-mir-240
mir-1301	hsa-mir-1301
mir-1303	hsa-mir-1303
mir-1302	hsa-mir-1302-1	hsa-mir-1302-2	hsa-mir-1302-3	hsa-mir-1302-4	hsa-mir-1302-5	hsa-mir-1302-6	hsa-mir-1302-7	hsa-mir-1302-8	hsa-mir-1302-9	hsa-mir-1302-10	hsa-mir-1302-11	hsa-mir-1302b-2	hsa-mir-1302d-4	hsa-mir-1302c-5	hsa-mir-1302e-6	hsa-mir-1302e-7
mir-1305	hsa-mir-1305
mir-1304	hsa-mir-1304
mir-1307	hsa-mir-1307
mir-1306	hsa-mir-1306
mir-934	hsa-mir-934
mir-2308	hsa-mir-2308
mir-2309	hsa-mir-2309
mir-3078	hsa-mir-3078
mir-2304	hsa-mir-2304
mir-2305	hsa-mir-2305
mir-2306	hsa-mir-2306
mir-2307	hsa-mir-2307
mir-2300	hsa-mir-2300a	hsa-mir-2300b
mir-2301	hsa-mir-2301
mir-2302	hsa-mir-2302
mir-2303	hsa-mir-2303
mir-628	hsa-mir-628	hsa-mir-628a
mir-629	hsa-mir-629
mir-198	hsa-mir-198
mir-199	hsa-mir-199a-1	hsa-mir-199a-2	hsa-mir-199b	hsa-mir-199a	hsa-mir-199c	hsa-mir-199-1	hsa-mir-199-2	hsa-mir-199-3	hsa-mir-199
mir-196	hsa-mir-196a-1	hsa-mir-196a-2	hsa-mir-196b	hsa-mir-196-1	hsa-mir-196-2	hsa-mir-196a	hsa-mir-196c	hsa-mir-196-3	hsa-mir-196d	hsa-mir-196
mir-197	hsa-mir-197
mir-194	hsa-mir-194-1	hsa-mir-194-2	hsa-mir-194	hsa-mir-194a	hsa-mir-194b
mir-195	hsa-mir-195
mir-192	hsa-mir-192
mir-193	hsa-mir-193a	hsa-mir-193b	hsa-mir-193	hsa-mir-193a-2	hsa-mir-193a-1	hsa-mir-193a-3
mir-622	hsa-mir-622
mir-191	hsa-mir-191
mir-3927	hsa-mir-3927
mir-3148	hsa-mir-3148
mir-3925	hsa-mir-3925
mir-3924	hsa-mir-3924
mir-3923	hsa-mir-3923
mir-3922	hsa-mir-3922
mir-3921	hsa-mir-3921
mir-3920	hsa-mir-3920
mir-3141	hsa-mir-3141
mir-3140	hsa-mir-3140
mir-3143	hsa-mir-3143
mir-3142	hsa-mir-3142
mir-3145	hsa-mir-3145
mir-3144	hsa-mir-3144
mir-3147	hsa-mir-3147
mir-3146	hsa-mir-3146
mir-2410	hsa-mir-2410
mir-2411	hsa-mir-2411
mir-2412	hsa-mir-2412
mir-2413	hsa-mir-2413
mir-2414	hsa-mir-2414
mir-2415	hsa-mir-2415
mir-2416	hsa-mir-2416
mir-2417	hsa-mir-2417
mir-2418	hsa-mir-2418
mir-2419	hsa-mir-2419
mir-996	hsa-mir-996
mir-997	hsa-mir-997
mir-994	hsa-mir-994
mir-995	hsa-mir-995
mir-992	hsa-mir-992
mir-993	hsa-mir-993
mir-990	hsa-mir-990
mir-991	hsa-mir-991
mir-998	hsa-mir-998
mir-999	hsa-mir-999
mir-448	hsa-mir-448
mir-449	hsa-mir-449a	hsa-mir-449b	hsa-mir-449c	hsa-mir-449d	hsa-mir-449
mir-1741	hsa-mir-1741
mir-2991	hsa-mir-2991
mir-1740	hsa-mir-1740
mir-1743	hsa-mir-1743
mir-1742	hsa-mir-1742
mir-1745	hsa-mir-1745-1	hsa-mir-1745-2
mir-1744	hsa-mir-1744
mir-1747	hsa-mir-1747
mir-1746	hsa-mir-1746
mir-4051	hsa-mir-4051
mir-4258	hsa-mir-4258
mir-4259	hsa-mir-4259
mir-4254	hsa-mir-4254
mir-4255	hsa-mir-4255
mir-4256	hsa-mir-4256
mir-4257	hsa-mir-4257
mir-4251	hsa-mir-4251
mir-4252	hsa-mir-4252
mir-4253	hsa-mir-4253
mir-284	hsa-mir-284
mir-4074	hsa-mir-4074
mir-4075	hsa-mir-4075
mir-4076	hsa-mir-4076
mir-4077	hsa-mir-4077a	hsa-mir-4077b	hsa-mir-4077c	hsa-mir-4077d
mir-4070	hsa-mir-4070
mir-1699	hsa-mir-1699
mir-4072	hsa-mir-4072
mir-4073	hsa-mir-4073
mir-4078	hsa-mir-4078
